,fldName,fldDescriptionHeading,fldDescriptionText,fldNpdidField,fldDescriptionDateUpdated,DatesyncNPD
270,IRPA,Reservoir,"The reservoir contains gas in turbiditic sandstone of Late Cretaceous age in the Springar Formation, at a depth of 3200 metres. The reservoir properties are good.",42002482,09.12.2023,02.04.2024
271,IRPA,Status,The field is under development. The production is planned to start in 2026.,42002482,12.08.2023,02.04.2024
272,IRPA,Development,"Irpa is a field in the Vøring Basin in the Norwegian Sea, 80 kilometres west of the Aasta Hansteen field. The water depth is 1330 metres. Irpa was discovered in 2009, and the plan for development and operation (PDO) was approved in June 2023. The development concept includes a subsea template with four slots tied-back to the existing Aasta Hansteen facility.",42002482,09.12.2023,02.04.2024
273,IRPA,Transport,The gas will be exported via Polarled to the terminal at Nyhamna. Light oil will be offloaded from Aasta Hansteen to shuttle tankers.,42002482,09.12.2023,02.04.2024
274,IRPA,Recovery strategy,The field will be produced by pressure depletion.,42002482,12.08.2023,02.04.2024
275,ISLAY,Reservoir,Islay produces gas from Middle Jurassic sandstone in the Brent Group. The reservoir depth is 3700-3900 metres.,21105675,09.12.2023,02.04.2024
276,ISLAY,Development,"Islay is a field on the boundary to the UK sector in the northern part of the North Sea, 55 kilometres west of the Oseberg field. The Norwegian share of the field is 5.51 per cent. The water depth is 120 metres. Islay was discovered in 2008, and the production started in 2012. The field is developed with one well tied to the Forvie manifold in the UK sector.",21105675,13.12.2023,02.04.2024
277,ISLAY,Recovery strategy,The field is produced by pressure depletion.,21105675,28.02.2023,02.04.2024
278,ISLAY,Status,The well is producing cyclically at a low rate.,21105675,28.02.2023,02.04.2024
279,ISLAY,Transport,"Production is routed via the Forvie-Alwyn pipeline to the British Alwyn field for separation. The gas is exported via the Frigg UK Pipeline (FUKA) to the Shell-Esso Gas and Liquids (SEGAL) terminal at St Fergus in the UK, whereas the liquids are exported to the Sullom Voe terminal in the Shetland Islands.",21105675,28.02.2023,02.04.2024
280,IVAR AASEN,Transport,"Oil and gas are transported to the Edvard Grieg platform for final processing. The oil is exported by pipeline to the Grane Oil Pipeline, which is connected to the Sture terminal. The gas is exported in a separate pipeline to the Scottish Area Gas Evacuation (SAGE) system in the UK.",23384520,28.02.2023,02.04.2024
281,IVAR AASEN,Recovery strategy,The Ivar Aasen reservoir is produced by pressure support from water injection. The West Cable reservoir is produced by pressure depletion.,23384520,28.02.2023,02.04.2024
282,IVAR AASEN,Reservoir,Ivar Aasen produces oil from sandstone reservoirs. The field consists of the 16/1-9 Ivar Aasen discovery and the small 16/1-7 (West Cable) discovery. The reservoir in the Ivar Aasen discovery consists of fluvial sandstone of Late Triassic to Middle Jurassic age in the Skagerrak and Sleipner Formations and shallow marine sandstone in the Middle Jurassic Hugin Formation. The reservoir is at a depth of 2400 metres. It is compartmentalised and has moderate to good quality. Parts of the reservoir have an overlying gas cap. The reservoir in the West Cable discovery is in fluvial sandstone in the Middle Jurassic Sleipner Formation. It is at a depth of 2950 metres and has moderate quality.,23384520,13.12.2023,02.04.2024
283,IVAR AASEN,Development,"Ivar Aasen is a field in the northern part of the North Sea, 30 kilometres south of the Grane and Balder fields. The water depth is 110 metres. Ivar Aasen was discovered in 2008, and the plan for development and operation (PDO) was approved in 2013. The development comprises a production, drilling and quarters (PDQ) platform with a steel jacket and a separate jack-up rig for drilling and completion. The production started in 2016. The platform is equipped for tie-in of a subsea template planned for the development of the Hanz field, and for possible development of other nearby discoveries. First stage processing is carried out on the Ivar Aasen platform, and the partly processed fluids are transported to the Edvard Grieg platform for final processing and export. Ivar Aasen is supplied with power from shore since 2023.",23384520,13.12.2023,02.04.2024
284,IVAR AASEN,Status,"Since production start-up, additional injection and production wells have been drilled. Ivar Aasen production is on decline. The Hanz field and the discovery 16/1-29 S Symra are under development and will be tied-back to Ivar Aasen.",23384520,13.12.2023,02.04.2024
285,JETTE,Reservoir,Jette produced oil from sandstone of late Paleocene age in the Heimdal Formation. The reservoir is in a marine fan system at a depth of 2200 metres.,21613906,09.12.2023,02.04.2024
286,JETTE,Transport,The well stream was transported to Jotun B and further to Jotun A for processing and loading.,21613906,28.02.2023,02.04.2024
287,JETTE,Status,"Jette was shut down in 2016, and the subsea template was removed in 2019.",21613906,09.12.2023,02.04.2024
288,JETTE,Development,"Jette is a field in the central part of the North Sea, six kilometres south of the Jotun field. The water depth is 127 metres. Jette was discovered in 2009, and the plan for development and operation (PDO) was approved in 2012. The field was developed with a subsea template with two production wells tied-in to the Jotun A facility. Production started in 2013.",21613906,28.02.2023,02.04.2024
289,JETTE,Recovery strategy,The field was produced with natural pressure support from the aquifer.,21613906,28.02.2023,02.04.2024
290,JOHAN CASTBERG,Development,"Johan Castberg is a field in the Barents Sea, 100 kilometres northwest of the Snøhvit field. The water depth is 370 metres. Johan Castberg consists of the three discoveries Skrugard, Havis and Drivis, proven between 2011 and 2013. The discoveries will be developed together, and the plan for development and operation (PDO) was approved in 2018. The development concept is a production, storage and offloading vessel (FPSO) with additional subsea solutions including 18 horizontal production wells and 12 injection wells.",32017325,09.12.2023,02.04.2024
291,JOHAN CASTBERG,Transport,The oil will be offloaded to shuttle tankers and transported to the market.  ,32017325,28.02.2023,02.04.2024
292,JOHAN CASTBERG,Status,"The field is currently under development, and the production is planned to start in 2024.",32017325,09.12.2023,02.04.2024
293,JOHAN CASTBERG,Reservoir,"The reservoirs contain oil with gas caps in three separate sandstone deposits from Late Triassic to Middle Jurassic age in the Tubåen, Nordmela and Stø Formations. They are at depths of 1250-1900 metres. Reservoir properties in the Tubåen and Stø Formations are generally good; the Nordmela Formation is more heterogeneous with several lateral barriers.",32017325,09.12.2023,02.04.2024
294,JOHAN CASTBERG,Recovery strategy,The field will be produced by pressure support from gas and water injection.  ,32017325,28.02.2023,02.04.2024
295,JOHAN SVERDRUP,Transport,Stabilised oil is exported from the riser platform through a new oil export pipeline that is connected to existing underground storage caverns at the Mongstad terminal. The gas is exported from the riser platform to the Kårstø terminal through a new pipeline connected to Statpipe.,26376286,28.02.2023,02.04.2024
296,JOHAN SVERDRUP,Recovery strategy,"The field is produced by water injection as pressure support, as well as gas lift in the production wells.",26376286,13.12.2023,02.04.2024
297,JOHAN SVERDRUP,Development,"Johan Sverdrup is a field on the Utsira High in the central part of the North Sea, 65 kilometres northeast of the Sleipner fields. The water depth is 115 metres. Johan Sverdrup was discovered in 2010 and the plan for development and operation (PDO) for Phase I was approved in 2015. The development solution for the first development phase is a field centre with four specialised platforms: living quarters, process, drilling and riser facilities. The four platforms are connected by bridges. The drilling platform has 48 well slots and is prepared for simultaneous drilling, well intervention and production. The field is operated with power from shore. In 2019, the production from Phase I started and the PDO for Phase II was approved. It includes a process platform and five subsea templates, in addition to modifications on the riser platform. The production from Phase II started in 2022/2023.",26376286,13.12.2023,02.04.2024
