field,#,sea,status,HC type,PL/BAA,operator,HPHT,reservoir,development,group,formation,lithology,recovery,FactPageUrl,norwegian share,rec. oil,rec. gas,rec. ass. liq.,rec. OE,rem. oil,rem. gas,rem. ass. liq.,rem. OE,STOIIP,GIIP,in-place ass. liquid,in-place ass. gas,in-place free gas,in-place OE,in-place liq./OE ratio,in-place free gas/OE ratio,RF oil,RF liq.,RF gas,RF OE,maturity oil,maturity gas,maturity liq.,maturity OE,t10,t25,t50,t75,t90,t95,t100,prod. age,start year,rem. OE prod. years,est. total lifetime,est. rem. lifetime,est. P&A year,peak year,peak OE YPR,peak oil YPR,peak gas YPR,well num,prod. num,inj. num,obs. num,subsea index,lat,lon,depth min,depth mean,depth median,depth max,water depth,depth,p_h,p0,grad_p0,p0 checked,T0,GOR,oil FVF,gas FVF,oil PV0,gas PV0,HCPV0,gas PV0/HC PV0,rec. oil PV,rec. gas PV,rec. HCPV,CO2 SC,H2 SC,CO2 SC/well num,CO2 density RC,injectivity ind.,total score
SKARV,87,NORWEGIAN,producing,gas/oil,SKARV UNIT,Aker BP ASA,False,"Skarv produces gas and oil from Lower and Middle Jurassic sandstone in the Tilje, Ile and Garn Formations. The Garn Formation has good reservoir quality, while the Tilje Formation has relatively poor quality. The reservoirs are divided into several fault segments and are at depths of 3300-3700 metres. The reservoir in Ærfugl contains gas and condensate in sandstone of Late Cretaceous age in the Lysing Formation. It is at a depth of 2800 metres and has good quality. The Gråsel reservoir contains gas and oil in sandstone of Late Cretaceous age in the Lange Formation.","Skarv is a field in the northern part of the Norwegian Sea, 35 kilometres southwest of the Norne field. The water depth is 350-450 metres. Skarv was discovered in 1998, and the plan for development and operation (PDO) was approved in 2007. The plan also included the development of the Idun deposit. The production started in 2013. The field has been developed further with the development of the Ærfugl and Gråsel deposits, which came into production in 2020 and 2021, respectively. The development concept includes five subsea templates tied-back to a production, storage and offloading vessel (FPSO).","Båt, Fangst","Tilje, Ile, Garn",clastic,The field is produced with pressure support by gas injection and gas lift.,https://factpages.sodir.no/field/pageview/all/4704482,1.0,23.97,74.86,14.23,113.07,1.78,16.83,3.34,21.94,60.68,108.77,0.0,7.6,101.17,177.05,0.34,0.571,0.395,0.63,0.6882,0.6386,0.926,0.775,0.866,0.806,1.6288,4.0203,8.9204,12.4386,,,,13.0,2013.083,2.5,26.276,13.276,2039.276,2023.0,8.704,2.174,6.53,25.0,19.0,4.0,2.0,1.0,65.72559840000001,7.620822800000001,2783.0,3411.2,3660.0,3818.0,362.7,3660.0,373.6,373.6,101.8,False,126.3,125.2,1.3613960308118311,0.004057490391557344,82.61,410.5,493.11,0.83,52.01,282.52,334.53,217.22,6.42,8.69,649.0,6627.0,0.0
SKIRNE,88,NORTH,shut down,gas/oil,,,False,Skirne and Byggve produced gas and condensate from Middle Jurassic sandstone in the Brent Group. The Skirne reservoir is at a depth of 2370 metres and the Byggve reservoir at 2900 metres. The reservoir quality is good.,"Skirne, including the Byggve accumulation, is a field in the central part of the North Sea, 20 kilometres east of the Heimdal field. The water depth is 120 metres. Skirne was discovered in 1990, and the plan for development and operation (PDO) was approved in 2002. The field was developed with two subsea templates tied to the Heimdal facility. The production started in 2004. The Atla field was tied-back to Skirne in 2012.",Brent,Brent,clastic,The field was produced by pressure depletion.,https://factpages.sodir.no/field/pageview/all/2138816,1.0,2.05,11.14,0.0,13.19,0.0,0.0,0.0,0.0,4.6,14.7,0.0,0.0,14.7,19.3,0.24,0.762,0.446,0.446,0.7578,0.6834,1.0,1.0,1.0,1.0,1.0679,2.446,4.9457,7.85,11.8399,13.3997,16.75,16.75,2004.25,0.0,,0.0,2022.417,2006.0,1.548,0.271,1.277,2.0,2.0,0.0,0.0,1.0,59.6010235,2.569164,2371.0,2635.5,2635.5,2900.0,119.0,2635.5,269.3,397.8,150.6,True,93.1,191.1,1.5022734772944704,0.0034995722203307617,6.91,51.44,58.35,0.88,3.08,38.99,42.07,32.73,0.92,16.36,778.0,3717.0,0.0
SKOGUL,89,NORTH,producing,oil,460,Aker BP ASA,False,The reservoir contains oil with a minor gas cap in Eocene sandstone of the Odin Formation. It is at a depth of 2100 metres and has excellent properties.,"Skogul is a field in the central part of the North Sea, 30 kilometres northeast of the Alvheim field. The water depth is 110 metres. Skogul was discovered in 2010, and the plan for development and operation (PDO) was approved in 2018. The development concept is a 2-slot subsea template, including one dual-lateral production well, tied to the Alvheim production, storage and offloading vessel (FPSO) via the Vilje field. The production started in 2020.",Hordaland,Frigg,clastic,Skogul is produced by depletion and natural aquifer support.,https://factpages.sodir.no/field/pageview/all/31164600,1.0,2.27,0.16,0.0,2.43,0.54,0.02,0.0,0.57,3.27,0.3,0.0,0.3,0.0,3.87,0.84,0.0,0.694,0.694,0.5333,0.6279,0.762,0.875,0.762,0.765,0.3378,0.8409,2.4023,5.8308,,,,5.833,2020.25,3.1,11.86,6.026,2032.026,2020.0,0.622,0.566,0.056,2.0,2.0,0.0,0.0,1.0,59.794072,2.182558,2108.5,2109.5,2109.5,2110.5,111.0,2109.5,215.8,219.0,103.3,True,76.0,91.7,1.2274132434854854,0.005216238030608252,4.01,0.0,4.01,0.0,2.79,0.0,2.79,1.84,0.04,0.92,658.0,2351.0,0.0
SKULD,90,NORWEGIAN,producing,oil/gas,128,Equinor Energy AS,False,"Skuld produces oil from sandstone of Early to Middle Jurassic age in the Åre, Tofte and Ile Formations. The field consists of the two deposits Fossekall and Dompap. The reservoirs have small gas caps and are at a depth of 2400-2600 metres. The reservoir quality is moderate to good.","Skuld is a field in the Norwegian Sea, 20 kilometres north of the Norne field. The water depth is 340 metres. Skuld was discovered in 2008, and the plan for development and operation (PDO) was approved in 2012. The field is developed with three subsea templates tied-back to the Norne production, storage and offloading vessel (FPSO). The production started in 2013.","Båt, Fangst","Åre, Tofte, Ile",clastic,The field is produced with pressure support by water injection. Some of the wells are additionally supplied with gas lift to produce at low reservoir pressure and high water cut.,https://factpages.sodir.no/field/pageview/all/21350124,1.0,5.77,0.64,0.13,6.54,0.98,0.28,0.02,1.29,22.6,2.5,0.0,1.7,0.8,26.8,0.84,0.03,0.255,0.261,0.256,0.244,0.83,0.562,0.831,0.803,0.8524,1.6421,3.2522,7.5355,,,,10.25,2013.25,58.6,18.927,6.177,2032.177,2014.0,1.321,1.2,0.12,15.0,8.0,5.0,2.0,1.0,66.18626946666666,8.280238533333334,2531.0,2716.9,2741.0,2989.0,350.9,2741.0,280.0,280.0,101.8,False,96.5,75.2,1.2060139579800617,0.004588167529543549,27.26,3.67,30.93,0.12,7.12,0.94,8.06,5.24,0.13,0.35,651.0,875.0,0.0
SLEIPNER VEST,91,NORTH,producing,gas,SLEIPNER VEST UNIT,Equinor Energy AS,False,Sleipner Vest produces gas and condensate mainly from Middle Jurassic sandstone in the Hugin Formation. Minor hydrocarbon volumes occur locally in the Sleipner Formation. The reservoir is at a depth of 3450 metres and is highly segmented. Faults in the field are generally not sealing and communication between the sand deposits is good.,"Sleipner Vest is a field in the central part of the North Sea, 12 km west of Sleipner Øst. The water depth is 110 metres. Sleipner Vest was discovered in 1974, and the plan for development and operation (PDO) was approved in 1992. The field is developed with two platforms: the normally unmanned wellhead platform Sleipner B, which is remotely operated from the Sleipner A facility on the Sleipner Øst field, and the gas treatment platform Sleipner T, connected by a bridge to Sleipner A. The production started in 1996.",Vestland,Hugin,clastic,The field is produced by pressure depletion. CO2 is removed from the gas and injected for storage in the Utsira Formation.,https://factpages.sodir.no/field/pageview/all/43457,1.0,7.49,156.8,49.94,214.23,1.58,7.08,0.42,9.09,0.0,186.71,79.98,0.0,186.71,266.69,0.3,0.7,,0.718,0.8398,0.8033,,0.955,0.965,0.958,2.4928,5.5175,10.9848,17.1061,23.3327,27.784,,29.333,1996.667,4.0,36.901,7.568,2033.568,1999.0,6.563,3.463,3.1,26.0,26.0,0.0,0.0,0.192,58.433131576923074,1.7188001153846157,3463.3,3682.0,3673.4,3824.0,108.5,3673.4,375.0,435.0,118.1,True,126.7,,0.0,0.003652058036571623,0.0,681.88,681.88,1.0,0.0,572.64,572.64,401.54,12.47,15.44,701.0,4871.0,0.0
SLEIPNER ØST,92,NORTH,producing,gas,SLEIPNER ØST UNIT,Equinor Energy AS,False,"Sleipner Øst produces gas and condensate. The Sleipner Øst and Loke reservoirs are in Paleocene turbidite sandstone in the Ty Formation, Middle Jurassic shallow marine sandstone in the Hugin Formation and in continental sandstone in the Triassic Skagerrak Formation. In addition, gas has been proven in the Heimdal Formation, overlying the Ty Formation. The Ty Formation has good reservoir quality, while the Skagerrak Formation generally has poorer reservoir quality than both Ty and Hugin Formations. The reservoirs are at a depth of 2300 metres.","Sleipner Øst is a field in the central part of the North Sea. The water depth is 80 metres. Sleipner Øst was discovered in 1981, and the plan for development and operation (PDO) was approved in 1986. The field has been developed with Sleipner A, an integrated processing, drilling and accommodation facility with a concrete base structure. The development includes the Sleipner R riser facility, which connects Sleipner A to the pipelines for gas transport, and the Sleipner T facility for processing and CO2 removal.  The production started in 1993. A PDO for Loke Heimdal was approved in 1991 and for Loke Triassic in 1995. Two subsea templates were installed, one for production from the northern part of Sleipner Øst and one for production from the Loke deposit. The Alpha Nord segment was developed in 2004 with a subsea template connected to Sleipner T. The Utgard field is tied-back to Sleipner T for processing and CO2 removal. The CO2 is injected into the Utsira Formation via a dedicated well at Sleipner A. The Sigyn, Gungne, Gudrun and Gina Krog fields are tied-back to Sleipner A.","Hegre, Vestland, Rogaland","Ty, Hugin, Skagerrak",clastic,"The Hugin Formation reservoir is produced by pressure depletion. The reservoir in the Ty Formation was produced by dry gas recycling until 2005, and production from the Ty reservoir stopped in 2012. To optimise production, wells are produced at a reduced inlet pressure.",https://factpages.sodir.no/field/pageview/all/43478,1.0,0.43,69.37,52.1,121.89,0.01,0.06,0.0,0.07,0.0,90.7,77.45,0.0,90.7,168.15,0.46,0.539,,0.678,0.7648,0.7249,,0.999,1.0,0.999,1.7225,3.3894,6.3262,10.9716,14.5208,16.8001,,32.417,1993.667,0.6,23.834,0.0,2026.0,2002.0,16.743,3.263,13.481,30.0,23.0,7.0,0.0,0.174,58.373877500000006,1.9105810333333333,1086.0,2570.6,2500.5,4185.0,82.3,2500.5,255.6,262.5,104.6,True,88.7,,0.0,0.004696771005328752,0.0,426.0,426.0,1.0,0.0,325.82,325.82,215.52,5.03,7.18,661.0,6167.0,0.0
SNORRE,93,NORTH,producing,oil,SNORRE UNIT,Equinor Energy AS,False,Snorre produces oil from Triassic and Lower Jurassic sandstone in the Alke and Lunde Formations and the Statfjord Group. The field consists of several large fault blocks. The reservoirs are at depths of 2000-2700 metres and have complex structures with both channels and flow barriers.,"Snorre is a field in the Tampen area in the northern part of the North Sea. The water depth is 300-350 metres. Snorre was discovered in 1979, and the plan for development and operation (PDO) was approved in 1988. The field is developed with the facilities Snorre A, located in the southern part of the field, Snorre B in the northern part and two subsea systems tied-back to Snorre A (SPS and SEP). Snorre A is a floating tension-leg platform for accommodation, drilling and processing. There is also a separate process module on Snorre A for full stabilisation of the well stream from the Vigdis field. The production from Snorre A started in 1992. The subsea production system SPS was installed on the field in 1992. It consists of one template with 20 slots for production and injection wells. In 1998, a PDO was approved for Snorre B, a semi-submersible integrated drilling, processing and accommodation facility. Snorre B started production in 2001. An amended PDO for the Snorre Expansion Project (SEP) was approved in 2018. SEP consists of six subsea templates, each with four wells, and production from the first wells started in 2020. In 2020, an amended PDO for the development of the Hywind Tampen wind farm was approved. The wind farm consists of 11 floating turbines that started supplying electricity to the Snorre and Gullfaks platforms in 2022/2023. These fields are the first in the world receiving power from a floating wind farm.","Hegre, Statfjord","Alke, Lunde",clastic,"The field is produced with pressure support from water injection, gas injection and water alternating gas injection (WAG). From 2019, all gas is reinjected to increase oil recovery.",https://factpages.sodir.no/field/pageview/all/43718,1.0,316.15,8.49,10.77,335.41,64.01,1.84,1.8,67.66,603.76,64.07,0.0,64.07,0.0,731.9,0.82,0.0,0.524,0.541,0.1325,0.4583,0.798,0.783,0.799,0.798,3.4831,7.8874,15.5394,30.5809,,,,33.417,1992.667,12.3,66.912,33.495,2059.495,2003.0,14.671,14.265,0.406,156.0,84.0,71.0,1.0,0.524,61.48176768589742,2.177854852564103,2386.6,2656.7,2625.6,3168.0,326.2,2625.6,268.3,391.0,148.5,True,92.7,106.1,1.2793557913543967,0.003534830701302955,772.42,0.0,772.42,0.0,418.25,0.0,418.25,323.88,8.99,2.08,774.0,2671.0,0.0
SNØHVIT,94,BARENTS,producing,gas,SNØHVIT UNIT,Equinor Energy AS,False,Snøhvit produces gas with condensate from Lower and Middle Jurassic sandstone in the Nordmela and Stø Formations. The reservoirs are at a depth of 2300 metres and have moderate to good quality.,"Snøhvit is a field in the central part of the Hammerfest Basin in the southern part of the Barents Sea. The water depth is 310-340 metres. Snøhvit was discovered in 1984, and the plan for development and operation (PDO) was approved in 2002. Snøhvit was the first field development in the Barents Sea. The field includes the Snøhvit, Albatross and Askeladd structures and has been developed in multiple phases. The development includes several subsea templates. Two well slots are used for CO2 injection. The production started in 2007. A PDO exemption for Snøhvit North was granted in 2015. An amended PDO for onshore gas compression and full electrification was approved in 2023.",Realgrunnen,"Nordmela, Stø",clastic,The field is produced by pressure depletion.,https://factpages.sodir.no/field/pageview/all/2053062,1.0,0.0,227.0,42.68,269.67,0.0,142.2,23.02,165.22,0.0,389.9,46.06,0.0,389.9,435.96,0.11,0.894,,0.927,0.5822,0.6186,,0.374,0.461,0.387,5.5805,11.2993,,,,,,16.417,2007.667,,65.508,49.091,2075.091,2018.0,7.912,1.461,6.451,16.0,14.0,2.0,0.0,1.0,71.54018812499999,21.004790687499998,1800.0,2324.1,2381.0,2772.0,312.6,2381.0,243.4,267.1,111.8,True,84.8,,0.0,0.004557809568310778,0.0,1777.09,1777.09,1.0,0.0,1034.62,1034.62,710.07,16.38,44.38,686.0,14784.0,0.0
SOLVEIG,95,NORTH,producing,oil/gas,359,Aker BP ASA,False,Solveig produces oil from sandstone and conglomerate of Triassic and presumably Devonian age. The main reservoir was formed in small basins along the southwestern flank of the South Utsira High. The reservoir contains oil with a small gas cap at a depth of 1900 metres and has varying quality.,"Solveig is a field in the North Sea, 15 kilometres south of the Edvard Grieg field. The water depth is 100 metres. Solveig was discovered in 2013, and subsequently delineated by appraisal wells in 2014, 2015 and 2018. The plan for development and operation (PDO) was approved in 2019. Solveig was originally developed with five single wells, tied-back to the Edvard Grieg field. The production started in 2021. A PDO exemption for a Phase 2 development was granted in 2023.",Hegre,Skagerrak ,clastic,The field is produced by pressure support from water injection.,https://factpages.sodir.no/field/pageview/all/34833011,1.0,13.46,2.3,1.77,17.52,9.77,1.72,1.29,12.79,41.62,10.5,0.0,8.35,2.15,60.47,0.69,0.036,0.323,0.366,0.219,0.2897,0.274,0.252,0.274,0.27,2.182,4.2662,,,,,,4.167,2021.75,,22.053,17.886,2043.886,2024.0,1.397,1.233,0.164,5.0,3.0,2.0,0.0,1.0,58.68156739999999,2.2008381999999997,1930.0,1973.0,1933.0,2056.0,100.0,1933.0,197.8,197.8,101.8,False,70.3,200.6,1.5044976464486606,0.00558518279702721,62.62,12.01,74.63,0.16,22.91,2.63,25.54,16.67,0.32,3.33,653.0,1791.0,0.0
STATFJORD,96,NORTH,producing,oil/gas,STATFJORD UNIT,Equinor Energy AS,False,"Statfjord produces oil and associated gas from Jurassic sandstone in the Brent and Statfjord Groups, and in the Cook Formation. The Brent and Statfjord Groups have excellent reservoir quality. The reservoirs are at depths of 2500-3000 metres in a large fault block tilted towards the west, and in several smaller blocks along the eastern flank.","Statfjord is a field in the Tampen area in the northern part of the North Sea, on the border between the Norwegian and UK sectors. The Norwegian share of the field is 85.47 per cent. The water depth is 150 metres. Statfjord was discovered in 1974, and the plan for development and operation (PDO) was approved in 1976. The field has been developed with three fully integrated concrete facilities: Statfjord A, Statfjord B and Statfjord C. Statfjord A, centrally located on the field, started production in 1979. Statfjord B, in the southern part of the field, in 1982, and Statfjord C, in the northern part, in 1985. The satellite fields Statfjord Øst, Statfjord Nord and Sygna have a dedicated inlet separator on Statfjord C. A PDO for Statfjord Late Life was approved in 2005.","Statfjord, Dunlin, Brent","Statfjord, Cook, Brent",clastic,"The field was originally produced by pressure support from water alternating gas injection (WAG), water injection and partially gas injection. Statfjord Late Life entails that all injection now has ceased. To release the solution gas from the remaining oil, depressurisation of the reservoirs started in 2007.",https://factpages.sodir.no/field/pageview/all/43658,0.8547,582.4,88.82,46.13,717.35,2.61,6.74,3.21,12.56,859.82,165.64,2.4,153.54,12.1,1181.4,0.73,0.01,0.677,0.729,0.5362,0.6072,0.996,0.924,0.991,0.982,5.1442,8.0416,12.5576,18.0857,27.5965,36.3052,60.167,46.167,1979.917,7.7,,14.0,2040.0,1992.0,41.502,38.52,2.981,399.0,330.0,69.0,0.0,0.006,61.25244368421053,1.8625537493734337,2191.2,2659.9,2648.0,3168.6,145.3,2648.0,270.6,399.2,150.4,True,93.5,178.6,1.4693736350852813,0.0034960922678028664,1263.4,42.3,1305.7,0.03,920.98,22.68,943.66,733.74,20.59,2.15,778.0,2772.0,0.0
